Ensembl_gene_id,Ensembl_transcript_id,Gnomad_oe_lof_score,Gnomad_oe_ci_lower,Gnomad_oe_ci_upper,Gnomad_pLI_score,Gnomad_pnull_score,Gnomad_prec_score,Gnomad_oe_mis_score,Gnomad_mis_z_score
ENSG00000004846,ENST00000404938,1.0751,0.94356,1.2283,8.211500000000001e-57,0.99997,3.4882e-05,1.2034,-3.3821
ENSG00000115657,ENST00000265316,0.87517,0.73594,1.046,4.4883e-26,0.43832,0.56168,0.95638,0.61645
ENSG00000131269,ENST00000373394,0.12876,0.073226,0.24186,1.0,6.037e-15,1.7085e-08,0.62414,3.8284
ENSG00000197150,ENST00000358849,0.71262,0.57037,0.89785,6.5772e-13,0.0093791,0.99062,0.93266,0.89655
ENSG00000150967,ENST00000280560,0.58077,0.44517,0.76695,9.2677e-07,0.00091001,0.99909,0.89408,1.4671
ENSG00000103222,ENST00000399410,0.47994,0.40196,0.57606,9.3013e-08,7.9284e-11,1.0,0.90729,1.7695
ENSG00000124574,ENST00000372530,0.768,0.65809,0.89982,1.3838e-28,0.0059186,0.99408,0.89449,1.9618
ENSG00000121270,ENST00000356608,0.90393,0.78611,1.0428,2.0313e-41,0.8558,0.1442,0.97553,0.43312
ENSG00000140798,ENST00000311303,0.9396,0.81994,1.08,1.5475e-45,0.97574,0.024258,0.96862,0.55034
ENSG00000023839,ENST00000647814,0.90554,0.79542,1.0337,3.6648e-48,0.9149,0.085096,0.98366,0.29989
ENSG00000108846,ENST00000285238,0.73178,0.63149,0.85103,1.1928e-29,0.00041028,0.99959,0.95157,0.91538
ENSG00000125257,ENST00000645237,0.6055,0.51583,0.71379,7.470100000000001e-19,2.209e-07,1.0,0.87308,2.169
ENSG00000114770,ENST00000334444,0.37912,0.30852,0.4692,0.9918,1.0562e-14,0.0082036,0.72135,5.0605
ENSG00000091262,ENST00000205557,0.74329,0.6433,0.86179,2.0643e-31,0.0006874,0.99931,0.89925,1.8863
ENSG00000006071,ENST00000389817,0.72876,0.6344,0.8398,2.8688e-33,0.00013855,0.99986,0.84431,3.0229
ENSG00000069431,ENST00000261200,0.50459,0.42743,0.59842,7.898e-11,5.6977e-11,1.0,0.58731,7.624
ENSG00000101986,ENST00000218104,0.15794,0.08982,0.29666,1.0,1.7368e-11,2.5655e-06,0.74322,2.8856
ENSG00000173208,ENST00000308666,0.5074,0.38893,0.67006,8.1204e-05,6.5317e-05,0.99985,0.81894,2.304
ENSG00000117528,ENST00000370214,0.38873,0.30281,0.50437,0.84215,2.2975e-09,0.15785,0.77142,2.7682
ENSG00000119688,ENST00000356924,0.61436,0.49273,0.77234,1.4831e-10,0.00026874,0.99973,0.99019,0.11573
ENSG00000164163,ENST00000296577,0.26378,0.18848,0.37667,1.0,1.0974e-14,8.5509e-07,0.45716,6.2201
ENSG00000204574,ENST00000326195,0.57778,0.47838,0.702,1.5843e-12,2.1687e-06,1.0,0.74328,3.5604
ENSG00000033050,ENST00000287844,0.48094,0.36994,0.63271,0.00047109,1.593e-05,0.99951,0.66997,3.9364
ENSG00000161204,ENST00000429586,0.65764,0.53605,0.81249,1.2912e-13,0.00058539,0.99941,0.91102,1.1544
ENSG00000160179,ENST00000398449,0.41918,0.31213,0.57155,0.1529,8.1342e-06,0.84709,0.79949,2.5627
ENSG00000118777,ENST00000237612,1.0877,0.90804,1.31,7.754600000000001e-30,0.99274,0.0072634,1.0124,-0.14868
ENSG00000172350,ENST00000619701,0.54142,0.41351,0.71783,1.1915e-05,0.00029426,0.99969,0.72079,3.4641
ENSG00000138075,ENST00000405322,0.99272,0.81172,1.2224,4.5271e-22,0.88256,0.11744,1.0947,-1.1628
ENSG00000143921,ENST00000272286,1.1364,0.9497,1.367,2.6675e-31,0.99736,0.0026439,1.2918,-3.6629
ENSG00000143994,ENST00000316470,1.1341,0.89765,1.4463,2.4208e-18,0.94628,0.053724,1.0926,-0.8864
ENSG00000144827,ENST00000273359,0.66406,0.47449,0.94825,1.4415e-05,0.032579,0.96741,0.9266,0.61013
ENSG00000106077,ENST00000222800,0.89721,0.65766,1.2449,9.5106e-09,0.31474,0.68526,0.90189,0.86005
ENSG00000100997,ENST00000339157,0.73757,0.57782,0.95111,2.6616e-11,0.029888,0.97011,1.0034,-0.033794
ENSG00000131969,ENST00000337334,0.83268,0.65051,1.077,1.5199e-12,0.17984,0.82016,1.0698,-0.63011
ENSG00000139826,ENST00000375898,0.27813,0.15817,0.52242,0.96493,6.6079e-05,0.035004,0.74987,2.1408
ENSG00000248487,ENST00000273596,0.70343,0.49073,1.0322,2.6037e-05,0.066832,0.93314,0.90243,0.77246
ENSG00000114779,ENST00000361143,1.2313,0.85895,1.8067,2.7369e-08,0.68307,0.31693,0.91012,0.62634
ENSG00000168792,ENST00000307201,0.98959,0.75295,1.3175,4.3868e-12,0.60483,0.39517,0.99016,0.10707
ENSG00000204427,ENST00000395952,0.52366,0.41447,0.66778,1.3288e-06,1.1949e-05,0.99999,0.78958,2.4322
ENSG00000183260,ENST00000369916,1.3282,0.87724,2.0765,1.3392e-06,0.61423,0.38577,1.0636,-0.72638
ENSG00000129968,ENST00000292577,0.37292,0.23005,0.63255,0.61176,0.0012789,0.38696,0.63849,3.2972
ENSG00000107362,ENST00000333421,0.344,0.20737,0.60029,0.79518,0.00057736,0.20424,0.6362,2.9114
ENSG00000136379,ENST00000258884,0.39383,0.24791,0.65188,0.44629,0.0018611,0.55185,0.59545,3.7415
ENSG00000164074,ENST00000645843,0.83501,0.67234,1.0453,3.9727e-16,0.17839,0.82161,0.95439,0.45966
ENSG00000140526,ENST00000352732,0.4155,0.29235,0.60377,0.23633,0.00015555,0.76352,0.73522,2.6504
ENSG00000158201,ENST00000289119,0.94172,0.74355,1.2041,2.5664e-15,0.58505,0.41495,0.98439,0.14854
ENSG00000100439,ENST00000428304,0.82834,0.63264,1.0982,1.3798e-10,0.17544,0.82456,0.85536,1.3155
ENSG00000011198,ENST00000644371,0.66805,0.49981,0.90612,2.8539e-07,0.016819,0.98318,0.94249,0.50468
ENSG00000163686,ENST00000478253,0.85048,0.64457,1.1372,2.6902e-10,0.22636,0.77364,0.89924,0.88339
ENSG00000127220,ENST00000247706,0.34104,0.21039,0.57848,0.84649,0.0002424,0.15327,0.90358,1.0201
ENSG00000136754,ENST00000376140,0.25656,0.16945,0.40109,0.99992,3.1515e-10,8.2809e-05,0.7404,2.7082
ENSG00000138443,ENST00000261018,0.42228,0.30773,0.58977,0.1438,3.8399e-05,0.85616,0.79932,2.2349
ENSG00000108798,ENST00000225941,0.64831,0.46954,0.91175,8.7352e-06,0.021076,0.97891,0.99147,0.080144
ENSG00000154175,ENST00000471714,0.80411,0.71979,0.9001,6.8344e-58,0.0061432,0.99386,0.95767,0.84332
ENSG00000119328,ENST00000322940,0.83118,0.57985,1.2196,2.8289e-06,0.19531,0.80469,0.97638,0.14951
ENSG00000097007,ENST00000318560,0.11618,0.073131,0.1923,1.0,4.2794999999999997e-26,4.2305e-15,0.72646,4.5023
ENSG00000143322,ENST00000502732,0.45478,0.36164,0.57703,0.00090387,1.2087e-07,0.9991,0.8545,2.3686
ENSG00000099204,ENST00000533213,0.37399,0.29046,0.48684,0.97443,1.6997e-10,0.025568,0.84974,2.0351
ENSG00000163995,ENST00000447017,0.54271,0.43527,0.68226,4.36e-08,9.4455e-06,0.99999,0.96286,0.4665
ENSG00000173210,ENST00000309868,0.55708,0.45335,0.68945,8.77e-10,4.7081e-06,1.0,0.89493,1.3364
ENSG00000159842,ENST00000302538,0.32633,0.24923,0.43266,0.99995,5.2318e-14,4.8986e-05,0.73083,3.8335
ENSG00000174429,ENST00000311955,0.7482,0.54525,1.045,3.9777e-07,0.08091,0.91909,1.0189,-0.17828
ENSG00000146386,ENST00000367660,0.5691,0.2803,1.3023,0.10128,0.10866,0.79006,1.0691,-0.29062
ENSG00000163322,ENST00000321945,0.67683,0.49612,0.93915,1.4959e-06,0.027865,0.97213,0.90887,0.85325
ENSG00000165660,ENST00000298492,0.46918,0.33759,0.66472,0.011994,0.00044049,0.98757,0.86548,1.298
ENSG00000146109,ENST00000274849,0.93031,0.6057,1.4791,4.6596e-05,0.29058,0.70937,1.1315,-1.0933
ENSG00000114626,ENST00000232744,0.78756,0.62026,1.0097,1.2158e-12,0.079999,0.92,0.94551,0.59988
ENSG00000166016,ENST00000435224,0.53787,0.43391,0.67196,2.7544e-08,4.0228e-06,1.0,0.90859,1.4627
ENSG00000060971,ENST00000333167,0.90174,0.70834,1.1594,4.0902e-14,0.41645,0.58355,0.91062,0.90393
ENSG00000167315,ENST00000285093,0.78088,0.59639,1.0353,5.4801e-10,0.090909,0.90909,0.96984,0.28259
ENSG00000278540,ENST00000616317,0.34784,0.29656,0.40972,1.0,1.5540999999999998e-32,9.8915e-10,0.51979,11.198
ENSG00000076555,ENST00000338432,0.7496,0.66978,0.84066,5.9816e-52,2.6967e-05,0.99997,0.87183,3.1253
ENSG00000111271,ENST00000313698,0.95879,0.82269,1.1217,7.7351e-37,0.96573,0.034272,0.93247,1.0582
ENSG00000240303,ENST00000264990,0.81228,0.6803,0.97495,3.9722e-23,0.079023,0.92098,0.9467,0.70123
ENSG00000151498,ENST00000281182,0.88545,0.70083,1.1292,9.5188e-15,0.36518,0.63482,0.92338,0.75585
ENSG00000177646,ENST00000308982,0.75461,0.60522,0.94865,4.8284e-14,0.029095,0.97091,0.96786,0.38832
ENSG00000115361,ENST00000233710,1.0545,0.85676,1.3075,6.5108e-22,0.94536,0.054637,0.92097,0.77265
ENSG00000117054,ENST00000370841,0.832,0.66161,1.0556,1.94e-14,0.1728,0.8272,0.97836,0.20785
ENSG00000122971,ENST00000242592,0.59885,0.44371,0.82105,8.4555e-06,0.0049256,0.99507,0.91351,0.88678
ENSG00000196177,ENST00000358776,0.73962,0.57443,0.96279,1.279e-10,0.03611,0.96389,1.0384,-0.37009
ENSG00000072778,ENST00000356839,0.90809,0.75187,1.1033,6.6879e-23,0.6154,0.3846,1.0223,-0.27828
ENSG00000157766,ENST00000560601,0.27798,0.22002,0.35449,1.0,4.3261e-27,4.8602e-12,0.98408,0.3566
ENSG00000072818,ENST00000158762,0.45561,0.35883,0.58414,0.0013875,4.2002e-07,0.99861,0.75661,3.2353
ENSG00000114331,ENST00000326793,0.33684,0.2608,0.43996,0.99991,3.2927e-14,9.4003e-05,0.71366,3.7194
ENSG00000131584,ENST00000354700,0.53794,0.43396,0.67205,2.7368e-08,4.0381e-06,1.0,1.0282,-0.41214
ENSG00000075239,ENST00000265838,0.59181,0.43849,0.81139,1.117e-05,0.0041853,0.9958,0.89445,1.0307
ENSG00000120437,ENST00000367048,0.69997,0.51308,0.97125,7.8393e-07,0.039971,0.96003,0.95712,0.40434
ENSG00000182827,ENST00000366812,0.44841,0.33548,0.6082,0.016687,2.6138e-05,0.98329,0.81867,1.9936
ENSG00000181513,ENST00000321854,0.89051,0.69368,1.1554,4.5004e-13,0.36069,0.63931,0.98376,0.13844
ENSG00000107897,ENST00000396271,0.55687,0.43249,0.72489,9.3132e-07,0.00020292,0.9998,0.86739,1.4357
ENSG00000230124,ENST00000367595,0.75197,0.55716,1.031,6.7933e-08,0.07521,0.92479,1.0078,-0.06146
ENSG00000176244,ENST00000356189,0.80131,0.5044,1.3263,0.00055379,0.1799,0.81955,1.0773,-0.33454
ENSG00000110455,ENST00000263776,0.70244,0.54877,0.90855,1.9433e-10,0.013832,0.98617,0.95493,0.48264
ENSG00000205126,ENST00000378832,0.8919,0.71815,1.1165,3.4018e-17,0.42749,0.57251,0.90539,1.0661
ENSG00000102977,ENST00000620761,0.72403,0.56058,0.94569,3.9508e-10,0.027414,0.97259,0.89472,1.0887
ENSG00000159640,ENST00000290866,0.75169,0.64906,0.87364,7.629000000000001e-31,0.001423,0.99858,1.0368,-0.65413
ENSG00000130234,ENST00000252519,0.23026,0.15406,0.35455,1.0,3.4678e-13,1.4416e-06,0.87469,1.2981
ENSG00000167769,ENST00000301452,1.1263,0.83452,1.5442,3.7326e-11,0.75569,0.24431,1.0077,-0.061168
ENSG00000177076,ENST00000340967,0.7485,0.54865,1.0386,2.2641e-07,0.077928,0.92207,1.0328,-0.25804
ENSG00000078124,ENST00000532485,0.32717,0.22149,0.49691,0.984,6.4548e-07,0.015995,0.69631,2.3385
ENSG00000087085,ENST00000241069,0.3528,0.24612,0.51768,0.94826,1.3846e-06,0.051738,0.71225,3.5766
ENSG00000100813,ENST00000605057,0.10915,0.073893,0.16578,1.0,1.4933999999999998e-40,1.0993e-23,0.8432,2.6827
ENSG00000213088,ENST00000368122,1.1841,0.53931,3.0605,0.032899,0.25812,0.70898,1.1083,-0.91816
ENSG00000144648,ENST00000422265,,,,,,,0.9574,0.39691
ENSG00000144476,ENST00000272928,0.26773,0.1466,0.52842,0.95948,0.00012109,0.040395,0.83334,1.5494
ENSG00000129048,ENST00000249887,0.23459,0.095911,0.73847,0.75088,0.010533,0.23859,0.39564,5.2956
ENSG00000131473,ENST00000352035,0.30834,0.24019,0.40007,1.0,9.249900000000002e-19,2.0604e-07,0.71947,4.5619
ENSG00000153086,ENST00000356140,0.80555,0.61962,1.0597,7.8766e-11,0.12646,0.87354,1.0312,-0.273
ENSG00000122729,ENST00000309951,0.74246,0.61844,0.89634,8.2998e-20,0.0064228,0.99358,0.86852,1.8692
ENSG00000100412,ENST00000216254,0.36701,0.27582,0.49532,0.96956,6.5572e-09,0.030442,0.66553,4.5765
ENSG00000102794,ENST00000377462,0.98703,0.65189,1.543,1.3839e-05,0.35294,0.64705,0.90399,0.99151
ENSG00000184227,ENST00000311148,0.51052,0.29963,0.92115,0.063425,0.039158,0.89742,0.27993,7.1326
ENSG00000162390,ENST00000343744,0.89047,0.73341,1.088,2.8622e-21,0.48262,0.51738,0.94133,0.71374
ENSG00000172497,ENST00000307624,0.75327,0.60164,0.95122,1.5869e-13,0.030469,0.96953,1.0365,-0.4143
ENSG00000112304,ENST00000230048,0.85108,0.52503,1.4436,0.00067212,0.21689,0.78244,0.98784,0.068405
ENSG00000119673,ENST00000238651,0.74797,0.50044,1.1517,0.00010316,0.1209,0.879,0.77847,2.3437
ENSG00000177465,ENST00000326303,1.0521,0.72721,1.5601,3.5271e-07,0.48161,0.51839,1.0301,-0.30298
ENSG00000205669,ENST00000645972,1.1371,0.75098,1.7776,4.3202e-06,0.48603,0.51396,0.94776,0.52341
ENSG00000097021,ENST00000361521,0.29815,0.19105,0.48306,0.99105,1.1433e-06,0.0089487,0.74423,2.5131
ENSG00000101473,ENST00000217455,0.80643,0.60606,1.0884,2.9075e-09,0.13952,0.86048,0.88437,1.0127
ENSG00000123130,ENST00000379303,0.85629,0.65152,1.14,1.2154e-10,0.24105,0.75895,0.90973,0.71412
ENSG00000161533,ENST00000293217,0.54283,0.42285,0.70432,1.7301e-06,9.6869e-05,0.9999,0.7522,3.0586
ENSG00000168306,ENST00000302819,0.76144,0.61757,0.94578,1.1442e-15,0.027913,0.97209,0.95068,0.62414
ENSG00000087008,ENST00000356406,0.89609,0.74193,1.0887,1.3741e-22,0.53829,0.46171,1.0204,-0.26533
ENSG00000153093,ENST00000439055,0.97357,0.80294,1.1878,1.2753e-23,0.87227,0.12773,0.95472,0.52404
ENSG00000143727,ENST00000272065,0.98417,0.70813,1.3943,1.8214e-08,0.45673,0.54327,0.91061,0.53602
ENSG00000134575,ENST00000672073,0.6396,0.48849,0.848,8.383e-08,0.005414,0.99459,0.8708,1.3097
ENSG00000014257,ENST00000336375,0.83272,0.64266,1.0915,1.8619e-11,0.18289,0.81711,1.0059,-0.054559
ENSG00000142513,ENST00000270593,1.037,0.82459,1.3157,9.5118e-18,0.86488,0.13512,1.0254,-0.26086
ENSG00000102575,ENST00000648477,0.83748,0.60655,1.1778,1.0988e-07,0.20103,0.79897,0.83851,1.4152
ENSG00000162836,ENST00000583509,0.99715,0.79112,1.2683,8.3197e-17,0.77703,0.22297,0.91662,0.81801
ENSG00000183760,ENST00000331256,0.95665,0.77454,1.1905,2.3004e-19,0.7422,0.2578,0.96268,0.38868
ENSG00000100312,ENST00000216139,0.6535,0.44723,0.98022,0.00018836,0.045656,0.95416,0.8377,1.5774
ENSG00000111644,ENST00000229243,0.75392,0.60343,0.94987,8.7676e-14,0.029747,0.97025,0.89747,1.1344
ENSG00000134940,ENST00000533904,0.58123,0.39778,0.87182,0.00097257,0.018135,0.98089,0.93036,0.52795
ENSG00000103740,ENST00000258873,0.48624,0.37647,0.6351,0.00020772,1.2202e-05,0.99978,0.85675,1.8993
ENSG00000130377,ENST00000588485,0.83045,0.67691,1.026,6.098e-18,0.15777,0.84223,0.89285,1.3067
ENSG00000167107,ENST00000300441,0.65614,0.52516,0.82668,1.5235e-11,0.0014911,0.99851,0.82283,2.1416
ENSG00000176715,ENST00000614302,1.4657,1.2208,1.7694,1.8140000000000002e-35,0.99996,3.7212e-05,1.2152,-2.5483
ENSG00000151726,ENST00000281455,0.41677,0.32465,0.54076,0.13389,1.0156e-07,0.86611,0.83112,2.1405
ENSG00000123983,ENST00000357430,0.40139,0.3054,0.53438,0.47506,2.9941e-07,0.52494,0.77882,2.7873
ENSG00000068366,ENST00000672401,0.18326,0.11047,0.31979,1.0,9.0777e-12,2.7332e-06,0.6745,3.0845
ENSG00000197142,ENST00000354655,0.58875,0.46922,0.7452,3.0119e-09,0.00014034,0.99986,0.93329,0.81991
ENSG00000164398,ENST00000651883,0.47867,0.37886,0.61041,8.9459e-05,1.0004e-06,0.99991,0.83313,2.1509
ENSG00000166743,ENST00000520010,1.0423,0.86921,1.2569,2.1880999999999997e-28,0.98036,0.019637,0.93872,0.70134
ENSG00000183747,ENST00000573854,0.94027,0.77752,1.144,1.9788e-23,0.77616,0.22384,0.96536,0.39331
ENSG00000066813,ENST00000329697,0.73789,0.59742,0.91824,6.9122e-15,0.014384,0.98562,0.96734,0.37147
ENSG00000005187,ENST00000289416,0.82292,0.66969,1.0185,1.6395e-17,0.13395,0.86605,0.94686,0.59831
ENSG00000215009,ENST00000399422,0.90377,0.7412,1.1093,1.0691e-20,0.54913,0.45087,0.9029,1.1068
ENSG00000183549,ENST00000331849,0.78261,0.63134,0.97771,2.2902e-15,0.054606,0.94539,0.99588,0.047347
ENSG00000154930,ENST00000323482,0.55805,0.43596,0.72179,4.4389e-07,0.00014842,0.99985,0.83575,2.1427
ENSG00000131069,ENST00000360596,0.64027,0.51839,0.79677,2.7716e-12,0.0004304,0.99957,0.83221,2.1611
ENSG00000111058,ENST00000548058,0.76046,0.62181,0.93638,6.9685e-17,0.022492,0.97751,0.93934,0.7621
ENSG00000143632,ENST00000366684,0.6979,0.50859,0.97472,1.3795e-06,0.041564,0.95843,0.32643,6.6324
ENSG00000107796,ENST00000224784,0.30355,0.19452,0.49182,0.98725,2.0104e-06,0.012746,0.47313,5.0186
ENSG00000075624,ENST00000646664,0.065496,0.026778,0.20618,0.99999,3.6867e-10,5.3963e-06,0.10566,8.7811
ENSG00000169067,ENST00000423391,1.2512,0.93165,1.706,2.3657e-12,0.87779,0.12221,1.0778,-0.73153
ENSG00000159251,ENST00000290378,0.31606,0.19498,0.5361,0.94607,4.3116e-05,0.053886,0.25475,7.1523
ENSG00000184009,ENST00000573283,0.4084,0.26973,0.63846,0.32605,0.00099724,0.67295,0.44004,5.4953
ENSG00000163017,ENST00000345517,0.42565,0.28817,0.64649,0.17826,0.00092237,0.82082,0.4848,4.8685
ENSG00000288649,ENST00000677665,,,,,,,1.1493,-1.2071
ENSG00000136518,ENST00000429709,0.084429,0.044123,0.17752,1.0,5.4923e-18,1.3008e-10,0.54089,4.4946
ENSG00000077080,ENST00000160382,0.75808,0.60144,0.96425,6.9916e-13,0.038619,0.96138,0.61164,3.9621
ENSG00000187003,ENST00000333999,0.89217,0.65758,1.2303,5.3433e-09,0.30839,0.69161,0.98982,0.10384
ENSG00000148156,ENST00000374667,0.80075,0.52886,1.2518,9.1954e-05,0.17132,0.82859,1.0437,-0.44686
ENSG00000117148,ENST00000375406,0.32189,0.1466,0.83195,0.56652,0.020448,0.41303,0.77402,2.1382
ENSG00000181786,ENST00000324436,1.1031,0.392,5.2329,0.1564,0.19105,0.65255,1.0533,-0.54077
ENSG00000072110,ENST00000394419,0.25077,0.18761,0.34013,1.0,1.0839e-21,2.2032e-10,0.62449,5.6017
ENSG00000077522,ENST00000366578,0.34272,0.26535,0.44764,0.99975,1.5888e-13,0.00025306,0.84221,2.3096
ENSG00000248746,ENST00000513398,0.76071,0.64211,0.90554,1.4083e-23,0.0081719,0.99183,1.0048,-0.071912
ENSG00000130402,ENST00000252699,0.15768,0.10899,0.23382,1.0,5.1639e-28,1.3679e-15,0.57172,6.4911
ENSG00000131966,ENST00000254286,0.76545,0.59966,0.98706,8.9938e-12,0.054384,0.94562,0.91764,0.79155
ENSG00000138107,ENST00000369905,0.19706,0.12157,0.33426,1.0,1.1995e-11,4.1231e-06,0.51456,4.5908
ENSG00000115073,ENST00000289228,0.68759,0.52317,0.91542,2.0314e-08,0.017795,0.9822,0.90159,0.95932
ENSG00000138071,ENST00000260641,0.099639,0.052072,0.2095,1.0,7.1299e-15,1.1838e-08,0.37453,5.848
ENSG00000115091,ENST00000263238,0.21131,0.13541,0.34236,1.0,2.3196e-12,2.3497e-06,0.55025,4.3424
ENSG00000133627,ENST00000256001,0.13556,0.079562,0.2446,1.0,7.3007e-16,5.7241e-09,0.44362,5.5764
ENSG00000106526,ENST00000683684,0.68349,0.47244,1.0135,6.4002e-05,0.058077,0.94186,0.73386,1.7973
ENSG00000101442,ENST00000243903,0.70309,0.5508,0.90664,1.1281e-10,0.013116,0.98688,1.0202,-0.24036
ENSG00000075089,ENST00000188312,0.95167,0.75846,1.2046,9.893e-17,0.65713,0.34287,0.7282,2.5194
ENSG00000113812,ENST00000335754,0.83032,0.6848,1.013,4.1341e-20,0.15113,0.84887,0.86661,1.5842
ENSG00000123165,ENST00000371124,0.69124,0.24564,3.2791,0.20071,0.15975,0.63955,1.1459,-1.0621
